year,Country,Season
1960,Rest of Asia,Summer
1960,Rest of Europe,Summer
1960,Rest of Europe,Summer
1960,Rest of Europe,Summer
1960,Rest of Europe,Summer
1960,Rest of Europe,Summer
1960,Rest of Europe,Summer
1960,Rest of Europe,Summer
1960,Rest of Europe,Summer
1960,Rest of Europe,Summer
1960,Rest of Europe,Summer
1960,Rest of Europe,Summer
1960,Rest of Europe,Summer
1960,Rest of Europe,Summer
1960,Rest of Europe,Summer
1960,Rest of Europe,Summer
1960,Rest of Europe,Summer
1960,Rest of Europe,Summer
1960,Rest of Europe,Summer
1960,Rest of Europe,Summer
1960,Rest of Europe,Summer
1960,Rest of Europe,Summer
1960,Rest of Europe,Summer
1960,Rest of Europe,Summer
1960,Rest of Europe,Summer
1960,Rest of Europe,Summer
1960,Rest of Europe,Summer
1960,Rest of Europe,Summer
1960,Rest of Europe,Summer
1960,Rest of Europe,Summer
1960,Rest of Europe,Summer
1960,Rest of Europe,Summer
1960,Rest of Europe,Summer
1960,Rest of Europe,Summer
1960,Rest of Europe,Summer
1960,Rest of Europe,Summer
1960,Rest of Europe,Summer
1960,Rest of Europe,Summer
1960,Rest of Europe,Summer
1960,Rest of Europe,Summer
1960,Rest of Europe,Summer
1960,Rest of Europe,Summer
1960,Rest of Europe,Summer
1960,Rest of Europe,Summer
1960,Rest of Europe,Summer
1960,Rest of Europe,Summer
1960,Rest of Europe,Summer
1960,Rest of Europe,Summer
1960,Rest of Europe,Summer
1960,Rest of Europe,Summer
1960,Rest of Europe,Summer
1960,Rest of Europe,Summer
1960,Rest of Europe,Summer
1960,Rest of Europe,Summer
1960,Rest of Europe,Summer
1960,Rest of Europe,Summer
1960,Rest of Europe,Summer
1960,Rest of Europe,Summer
1960,Rest of Europe,Summer
1960,Rest of Europe,Summer
1960,Rest of Europe,Summer
1960,Rest of Europe,Summer
1960,Rest of Europe,Summer
1960,Rest of Europe,Summer
1960,Rest of Europe,Summer
1960,Rest of Europe,Summer
1960,Rest of Europe,Summer
1960,Rest of Europe,Summer
1960,Rest of Europe,Summer
1960,Rest of Europe,Summer
1960,Rest of Europe,Summer
1960,Rest of Europe,Summer
1960,Rest of Europe,Summer
1960,Rest of Europe,Summer
1960,Rest of Europe,Summer
1960,Rest of Europe,Summer
1960,Rest of Europe,Summer
1960,Rest of Europe,Summer
1960,Rest of Europe,Summer
1960,Rest of Europe,Summer
1960,Rest of Europe,Summer
1960,Rest of Europe,Summer
1960,Rest of Europe,Summer
1960,Rest of Europe,Summer
1960,Rest of Europe,Summer
1960,Rest of Europe,Summer
1960,Rest of Europe,Summer
1960,Rest of Europe,Summer
1960,Rest of Europe,Summer
1960,Rest of Europe,Summer
1960,Rest of Europe,Summer
1960,Rest of Europe,Summer
1960,Rest of Europe,Summer
1960,Rest of Europe,Summer
1960,Rest of Europe,Summer
1960,Rest of Europe,Summer
1960,Rest of Europe,Summer
1960,Rest of Europe,Summer
1960,Rest of Europe,Summer
1960,Rest of Europe,Summer
1960,Rest of Europe,Summer
1960,Rest of Europe,Summer
1960,Rest of Europe,Summer
1960,Rest of Europe,Summer
1960,Rest of Europe,Summer
1960,Rest of Europe,Summer
1960,Rest of North America,Summer
1960,Rest of North America,Summer
1960,Rest of North America,Summer
1960,Rest of North America,Summer
1960,Africa,Summer
1960,Africa,Summer
1960,Africa,Summer
1960,Africa,Summer
1960,Africa,Summer
1960,Africa,Summer
1960,Rest of Australia,Summer
1960,Rest of Australia,Summer
1960,Rest of Australia,Summer
1960,South America,Summer
1960,South America,Summer
1960,South America,Summer
1960,South America,Summer
1960,South America,Summer
1960,Australia,Summer
1960,Australia,Summer
1960,Australia,Summer
1960,Australia,Summer
1960,Australia,Summer
1960,Australia,Summer
1960,Australia,Summer
1960,Australia,Summer
1960,Australia,Summer
1960,Australia,Summer
1960,Australia,Summer
1960,Australia,Summer
1960,Australia,Summer
1960,Australia,Summer
1960,Australia,Summer
1960,Australia,Summer
1960,Australia,Summer
1960,Australia,Summer
1960,Australia,Summer
1960,Australia,Summer
1960,Australia,Summer
1960,Australia,Summer
1960,US,Summer
1960,US,Summer
1960,US,Summer
1960,US,Summer
1960,US,Summer
1960,US,Summer
1960,US,Summer
1960,US,Summer
1960,US,Summer
1960,US,Summer
1960,US,Summer
1960,US,Summer
1960,US,Summer
1960,US,Summer
1960,US,Summer
1960,US,Summer
1960,US,Summer
1960,US,Summer
1960,US,Summer
1960,US,Summer
1960,US,Summer
1960,US,Summer
1960,US,Summer
1960,US,Summer
1960,US,Summer
1960,US,Summer
1960,US,Summer
1960,US,Summer
1960,US,Summer
1960,US,Summer
1960,US,Summer
1960,US,Summer
1960,US,Summer
1960,US,Summer
1960,US,Summer
1960,US,Summer
1960,US,Summer
1960,US,Summer
1960,US,Summer
1960,US,Summer
1960,US,Summer
1960,US,Summer
1960,US,Summer
1960,US,Summer
1960,US,Summer
1960,US,Summer
1960,US,Summer
1960,US,Summer
1960,US,Summer
1960,US,Summer
1960,US,Summer
1960,US,Summer
1960,US,Summer
1960,US,Summer
1960,US,Summer
1960,US,Summer
1960,US,Summer
1960,US,Summer
1960,US,Summer
1960,US,Summer
1960,US,Summer
1960,US,Summer
1960,US,Summer
1960,US,Summer
1960,US,Summer
1960,US,Summer
1960,US,Summer
1960,US,Summer
1960,US,Summer
1960,US,Summer
1960,US,Summer
1960,UK,Summer
1960,UK,Summer
1960,UK,Summer
1960,UK,Summer
1960,UK,Summer
1960,UK,Summer
1960,UK,Summer
1960,UK,Summer
1960,UK,Summer
1960,UK,Summer
1960,UK,Summer
1960,UK,Summer
1960,UK,Summer
1960,UK,Summer
1960,UK,Summer
1960,UK,Summer
1960,UK,Summer
1960,UK,Summer
1960,UK,Summer
1960,UK,Summer
1960,Italy,Summer
1960,Italy,Summer
1960,Italy,Summer
1960,Italy,Summer
1960,Italy,Summer
1960,Italy,Summer
1960,Italy,Summer
1960,Italy,Summer
1960,Italy,Summer
1960,Italy,Summer
1960,Italy,Summer
1960,Italy,Summer
1960,Italy,Summer
1960,Italy,Summer
1960,Italy,Summer
1960,Italy,Summer
1960,Italy,Summer
1960,Italy,Summer
1960,Italy,Summer
1960,Italy,Summer
1960,Italy,Summer
1960,Italy,Summer
1960,Italy,Summer
1960,Italy,Summer
1960,Italy,Summer
1960,Italy,Summer
1960,Italy,Summer
1960,Italy,Summer
1960,Italy,Summer
1960,Italy,Summer
1960,Italy,Summer
1960,Italy,Summer
1960,Italy,Summer
1960,Italy,Summer
1960,Italy,Summer
1960,Italy,Summer
1960,Germany,Summer
1960,Germany,Summer
1960,Germany,Summer
1960,Germany,Summer
1960,Germany,Summer
1960,Germany,Summer
1960,Germany,Summer
1960,Germany,Summer
1960,Germany,Summer
1960,Germany,Summer
1960,Germany,Summer
1960,Germany,Summer
1960,Germany,Summer
1960,Germany,Summer
1960,Germany,Summer
1960,Germany,Summer
1960,Germany,Summer
1960,Germany,Summer
1960,Germany,Summer
1960,Germany,Summer
1960,Germany,Summer
1960,Germany,Summer
1960,Germany,Summer
1960,Germany,Summer
1960,Germany,Summer
1960,Germany,Summer
1960,Germany,Summer
1960,Germany,Summer
1960,Germany,Summer
1960,Germany,Summer
1960,Germany,Summer
1960,Germany,Summer
1960,Germany,Summer
1960,Germany,Summer
1960,Germany,Summer
1960,Germany,Summer
1960,Germany,Summer
1960,Germany,Summer
1960,Germany,Summer
1960,Germany,Summer
1960,Germany,Summer
1960,Germany,Summer
1960,France,Summer
1960,France,Summer
1960,France,Summer
1960,France,Summer
1960,France,Summer
1960,Soviet Union,Summer
1960,Soviet Union,Summer
1960,Soviet Union,Summer
1960,Soviet Union,Summer
1960,Soviet Union,Summer
1960,Soviet Union,Summer
1960,Soviet Union,Summer
1960,Soviet Union,Summer
1960,Soviet Union,Summer
1960,Soviet Union,Summer
1960,Soviet Union,Summer
1960,Soviet Union,Summer
1960,Soviet Union,Summer
1960,Soviet Union,Summer
1960,Soviet Union,Summer
1960,Soviet Union,Summer
1960,Soviet Union,Summer
1960,Soviet Union,Summer
1960,Soviet Union,Summer
1960,Soviet Union,Summer
1960,Soviet Union,Summer
1960,Soviet Union,Summer
1960,Soviet Union,Summer
1960,Soviet Union,Summer
1960,Soviet Union,Summer
1960,Soviet Union,Summer
1960,Soviet Union,Summer
1960,Soviet Union,Summer
1960,Soviet Union,Summer
1960,Soviet Union,Summer
1960,Soviet Union,Summer
1960,Soviet Union,Summer
1960,Soviet Union,Summer
1960,Soviet Union,Summer
1960,Soviet Union,Summer
1960,Soviet Union,Summer
1960,Soviet Union,Summer
1960,Soviet Union,Summer
1960,Soviet Union,Summer
1960,Soviet Union,Summer
1960,Soviet Union,Summer
1960,Soviet Union,Summer
1960,Soviet Union,Summer
1960,Soviet Union,Summer
1960,Soviet Union,Summer
1960,Soviet Union,Summer
1960,Soviet Union,Summer
1960,Soviet Union,Summer
1960,Soviet Union,Summer
1960,Soviet Union,Summer
1960,Soviet Union,Summer
1960,Soviet Union,Summer
1960,Soviet Union,Summer
1960,Soviet Union,Summer
1960,Soviet Union,Summer
1960,Soviet Union,Summer
1960,Soviet Union,Summer
1960,Soviet Union,Summer
1960,Soviet Union,Summer
1960,Soviet Union,Summer
1960,Soviet Union,Summer
1960,Soviet Union,Summer
1960,Soviet Union,Summer
1960,Soviet Union,Summer
1960,Soviet Union,Summer
1960,Soviet Union,Summer
1960,Soviet Union,Summer
1960,Soviet Union,Summer
1960,Soviet Union,Summer
1960,Soviet Union,Summer
1960,Soviet Union,Summer
1960,Soviet Union,Summer
1960,Soviet Union,Summer
1960,Soviet Union,Summer
1960,Soviet Union,Summer
1960,Soviet Union,Summer
1960,Soviet Union,Summer
1960,Soviet Union,Summer
1960,Soviet Union,Summer
1960,Soviet Union,Summer
1960,Soviet Union,Summer
1960,Soviet Union,Summer
1960,Soviet Union,Summer
1960,Soviet Union,Summer
1960,Soviet Union,Summer
1960,Soviet Union,Summer
1960,Soviet Union,Summer
1960,Soviet Union,Summer
1960,Soviet Union,Summer
1960,Soviet Union,Summer
1960,Soviet Union,Summer
1960,Soviet Union,Summer
1960,Soviet Union,Summer
1960,Soviet Union,Summer
1960,Soviet Union,Summer
1960,Soviet Union,Summer
1960,Soviet Union,Summer
1960,Soviet Union,Summer
1960,Soviet Union,Summer
1960,Soviet Union,Summer
1960,Soviet Union,Summer
1960,Soviet Union,Summer
1960,Soviet Union,Summer
1964,US,Summer
1964,US,Summer
1964,US,Summer
1964,US,Summer
1964,US,Summer
1964,US,Summer
1964,US,Summer
1964,US,Summer
1964,US,Summer
1964,US,Summer
1964,US,Summer
1964,US,Summer
1964,US,Summer
1964,US,Summer
1964,US,Summer
1964,US,Summer
1964,US,Summer
1964,US,Summer
1964,US,Summer
1964,US,Summer
1964,US,Summer
1964,US,Summer
1964,US,Summer
1964,US,Summer
1964,US,Summer
1964,US,Summer
1964,US,Summer
1964,US,Summer
1964,US,Summer
1964,US,Summer
1964,US,Summer
1964,US,Summer
1964,US,Summer
1964,US,Summer
1964,US,Summer
1964,US,Summer
1964,US,Summer
1964,US,Summer
1964,US,Summer
1964,US,Summer
1964,US,Summer
1964,US,Summer
1964,US,Summer
1964,US,Summer
1964,US,Summer
1964,US,Summer
1964,US,Summer
1964,US,Summer
1964,US,Summer
1964,US,Summer
1964,US,Summer
1964,US,Summer
1964,US,Summer
1964,US,Summer
1964,US,Summer
1964,US,Summer
1964,US,Summer
1964,US,Summer
1964,US,Summer
1964,US,Summer
1964,US,Summer
1964,US,Summer
1964,US,Summer
1964,US,Summer
1964,US,Summer
1964,US,Summer
1964,US,Summer
1964,US,Summer
1964,US,Summer
1964,US,Summer
1964,US,Summer
1964,US,Summer
1964,US,Summer
1964,US,Summer
1964,US,Summer
1964,US,Summer
1964,US,Summer
1964,US,Summer
1964,US,Summer
1964,US,Summer
1964,US,Summer
1964,US,Summer
1964,US,Summer
1964,US,Summer
1964,US,Summer
1964,US,Summer
1964,US,Summer
1964,US,Summer
1964,US,Summer
1964,US,Summer
1964,Africa,Summer
1964,Africa,Summer
1964,Africa,Summer
1964,Africa,Summer
1964,Africa,Summer
1964,Africa,Summer
1964,Rest of Asia,Summer
1964,Rest of Asia,Summer
1964,Rest of Asia,Summer
1964,Rest of Asia,Summer
1964,Rest of Asia,Summer
1964,Rest of Asia,Summer
1964,Rest of Asia,Summer
1964,Rest of Asia,Summer
1964,Rest of Asia,Summer
1964,Rest of Asia,Summer
1964,Rest of Asia,Summer
1964,Rest of Asia,Summer
1964,Rest of Asia,Summer
1964,Rest of Asia,Summer
1964,Rest of Asia,Summer
1964,Rest of Asia,Summer
1964,Rest of Asia,Summer
1964,Rest of Asia,Summer
1964,Rest of Asia,Summer
1964,Rest of Asia,Summer
1964,Rest of Asia,Summer
1964,Rest of Asia,Summer
1964,Rest of Asia,Summer
1964,Rest of Asia,Summer
1964,Rest of Asia,Summer
1964,Rest of Asia,Summer
1964,Rest of Asia,Summer
1964,Rest of Asia,Summer
1964,Rest of Asia,Summer
1964,Rest of Asia,Summer
1964,Rest of Asia,Summer
1964,Rest of Asia,Summer
1964,Rest of Asia,Summer
1964,Rest of Asia,Summer
1964,Rest of Asia,Summer
1964,Rest of Asia,Summer
1964,Rest of Asia,Summer
1964,Rest of Asia,Summer
1964,Rest of Asia,Summer
1964,Rest of Asia,Summer
1964,Rest of Asia,Summer
1964,Rest of Asia,Summer
1964,Rest of Asia,Summer
1964,Rest of Europe,Summer
1964,Rest of Europe,Summer
1964,Rest of Europe,Summer
1964,Rest of Europe,Summer
1964,Rest of Europe,Summer
1964,Rest of Europe,Summer
1964,Rest of Europe,Summer
1964,Rest of Europe,Summer
1964,Rest of Europe,Summer
1964,Rest of Europe,Summer
1964,Rest of Europe,Summer
1964,Rest of Europe,Summer
1964,Rest of Europe,Summer
1964,Rest of Europe,Summer
1964,Rest of Europe,Summer
1964,Rest of Europe,Summer
1964,Rest of Europe,Summer
1964,Rest of Europe,Summer
1964,Rest of Europe,Summer
1964,Rest of Europe,Summer
1964,Rest of Europe,Summer
1964,Rest of Europe,Summer
1964,Rest of Europe,Summer
1964,Rest of Europe,Summer
1964,Rest of Europe,Summer
1964,Rest of Europe,Summer
1964,Rest of Europe,Summer
1964,Rest of Europe,Summer
1964,Rest of Europe,Summer
1964,Rest of Europe,Summer
1964,Rest of Europe,Summer
1964,Rest of Europe,Summer
1964,Rest of Europe,Summer
1964,Rest of Europe,Summer
1964,Rest of Europe,Summer
1964,Rest of Europe,Summer
1964,Rest of Europe,Summer
1964,Rest of Europe,Summer
1964,Rest of Europe,Summer
1964,Rest of Europe,Summer
1964,Rest of Europe,Summer
1964,Rest of Europe,Summer
1964,Rest of Europe,Summer
1964,Rest of Europe,Summer
1964,Rest of Europe,Summer
1964,Rest of Europe,Summer
1964,Rest of Europe,Summer
1964,Rest of Europe,Summer
1964,Rest of Europe,Summer
1964,Rest of Europe,Summer
1964,Rest of Europe,Summer
1964,Rest of Europe,Summer
1964,Rest of Europe,Summer
1964,Rest of Europe,Summer
1964,Rest of Europe,Summer
1964,Rest of Europe,Summer
1964,Rest of Europe,Summer
1964,Rest of Europe,Summer
1964,Rest of Europe,Summer
1964,Rest of Europe,Summer
1964,Rest of Europe,Summer
1964,Rest of Europe,Summer
1964,Rest of Europe,Summer
1964,Rest of Europe,Summer
1964,Rest of Europe,Summer
1964,Rest of Europe,Summer
1964,Rest of Europe,Summer
1964,Rest of Europe,Summer
1964,Rest of Europe,Summer
1964,Rest of Europe,Summer
1964,Rest of Europe,Summer
1964,Rest of Europe,Summer
1964,Rest of Europe,Summer
1964,Rest of Europe,Summer
1964,Rest of Europe,Summer
1964,Rest of Europe,Summer
1964,Rest of Europe,Summer
1964,Rest of Europe,Summer
1964,Rest of Europe,Summer
1964,Rest of Europe,Summer
1964,Rest of Europe,Summer
1964,Rest of Europe,Summer
1964,Rest of Europe,Summer
1964,Rest of Europe,Summer
1964,Rest of Europe,Summer
1964,Rest of Europe,Summer
1964,Rest of Europe,Summer
1964,Rest of Europe,Summer
1964,Rest of Europe,Summer
1964,Rest of Europe,Summer
1964,Rest of Europe,Summer
1964,Rest of Europe,Summer
1964,Rest of Europe,Summer
1964,Rest of Europe,Summer
1964,Rest of Europe,Summer
1964,Rest of Europe,Summer
1964,Rest of Europe,Summer
1964,Rest of Europe,Summer
1964,Rest of Europe,Summer
1964,Rest of Europe,Summer
1964,Rest of Europe,Summer
1964,Rest of Europe,Summer
1964,Rest of Europe,Summer
1964,Rest of Europe,Summer
1964,Rest of Europe,Summer
1964,Rest of Europe,Summer
1964,Rest of Europe,Summer
1964,Rest of Europe,Summer
1964,Rest of Europe,Summer
1964,Rest of Europe,Summer
1964,Rest of Europe,Summer
1964,Rest of Europe,Summer
1964,Rest of Europe,Summer
1964,Rest of Europe,Summer
1964,Rest of Europe,Summer
1964,Rest of Europe,Summer
1964,Rest of Europe,Summer
1964,Rest of Europe,Summer
1964,Rest of Europe,Summer
1964,Rest of Europe,Summer
1964,Rest of Europe,Summer
1964,Rest of Europe,Summer
1964,Rest of Europe,Summer
1964,Rest of North America,Summer
1964,Rest of North America,Summer
1964,Rest of North America,Summer
1964,Rest of North America,Summer
1964,Rest of North America,Summer
1964,Rest of North America,Summer
1964,Rest of North America,Summer
1964,Rest of North America,Summer
1964,Rest of North America,Summer
1964,Rest of North America,Summer
1964,Rest of Australia,Summer
1964,Rest of Australia,Summer
1964,Rest of Australia,Summer
1964,Rest of Australia,Summer
1964,Rest of Australia,Summer
1964,France,Summer
1964,France,Summer
1964,France,Summer
1964,France,Summer
1964,France,Summer
1964,France,Summer
1964,France,Summer
1964,France,Summer
1964,France,Summer
1964,France,Summer
1964,France,Summer
1964,France,Summer
1964,France,Summer
1964,France,Summer
1964,France,Summer
1964,Australia,Summer
1964,Australia,Summer
1964,Australia,Summer
1964,Australia,Summer
1964,Australia,Summer
1964,Australia,Summer
1964,Australia,Summer
1964,Australia,Summer
1964,Australia,Summer
1964,Australia,Summer
1964,Australia,Summer
1964,Australia,Summer
1964,Australia,Summer
1964,Australia,Summer
1964,Australia,Summer
1964,Australia,Summer
1964,Australia,Summer
1964,Australia,Summer
1964,Soviet Union,Summer
1964,Soviet Union,Summer
1964,Soviet Union,Summer
1964,Soviet Union,Summer
1964,Soviet Union,Summer
1964,Soviet Union,Summer
1964,Soviet Union,Summer
1964,Soviet Union,Summer
1964,Soviet Union,Summer
1964,Soviet Union,Summer
1964,Soviet Union,Summer
1964,Soviet Union,Summer
1964,Soviet Union,Summer
1964,Soviet Union,Summer
1964,Soviet Union,Summer
1964,Soviet Union,Summer
1964,Soviet Union,Summer
1964,Soviet Union,Summer
1964,Soviet Union,Summer
1964,Soviet Union,Summer
1964,Soviet Union,Summer
1964,Soviet Union,Summer
1964,Soviet Union,Summer
1964,Soviet Union,Summer
1964,Soviet Union,Summer
1964,Soviet Union,Summer
1964,Soviet Union,Summer
1964,Soviet Union,Summer
1964,Soviet Union,Summer
1964,Soviet Union,Summer
1964,Soviet Union,Summer
1964,Soviet Union,Summer
1964,Soviet Union,Summer
1964,Soviet Union,Summer
1964,Soviet Union,Summer
1964,Soviet Union,Summer
1964,Soviet Union,Summer
1964,Soviet Union,Summer
1964,Soviet Union,Summer
1964,Soviet Union,Summer
1964,Soviet Union,Summer
1964,Soviet Union,Summer
1964,Soviet Union,Summer
1964,Soviet Union,Summer
1964,Soviet Union,Summer
1964,Soviet Union,Summer
1964,Soviet Union,Summer
1964,Soviet Union,Summer
1964,Soviet Union,Summer
1964,Soviet Union,Summer
1964,Soviet Union,Summer
1964,Soviet Union,Summer
1964,Soviet Union,Summer
1964,Soviet Union,Summer
1964,Soviet Union,Summer
1964,Soviet Union,Summer
1964,Soviet Union,Summer
1964,Soviet Union,Summer
1964,Soviet Union,Summer
1964,Soviet Union,Summer
1964,Soviet Union,Summer
1964,Soviet Union,Summer
1964,Soviet Union,Summer
1964,Soviet Union,Summer
1964,Soviet Union,Summer
1964,Soviet Union,Summer
1964,Soviet Union,Summer
1964,Soviet Union,Summer
1964,Soviet Union,Summer
1964,Soviet Union,Summer
1964,Soviet Union,Summer
1964,Soviet Union,Summer
1964,Soviet Union,Summer
1964,Soviet Union,Summer
1964,Soviet Union,Summer
1964,Soviet Union,Summer
1964,Soviet Union,Summer
1964,Soviet Union,Summer
1964,Soviet Union,Summer
1964,Soviet Union,Summer
1964,Soviet Union,Summer
1964,Soviet Union,Summer
1964,Soviet Union,Summer
1964,Soviet Union,Summer
1964,Soviet Union,Summer
1964,Soviet Union,Summer
1964,Soviet Union,Summer
1964,Soviet Union,Summer
1964,Soviet Union,Summer
1964,Soviet Union,Summer
1964,Soviet Union,Summer
1964,Soviet Union,Summer
1964,Soviet Union,Summer
1964,Germany,Summer
1964,Germany,Summer
1964,Germany,Summer
1964,Germany,Summer
1964,Germany,Summer
1964,Germany,Summer
1964,Germany,Summer
1964,Germany,Summer
1964,Germany,Summer
1964,Germany,Summer
1964,Germany,Summer
1964,Germany,Summer
1964,Germany,Summer
1964,Germany,Summer
1964,Germany,Summer
1964,Germany,Summer
1964,Germany,Summer
1964,Germany,Summer
1964,Germany,Summer
1964,Germany,Summer
1964,Germany,Summer
1964,Germany,Summer
1964,Germany,Summer
1964,Germany,Summer
1964,Germany,Summer
1964,Germany,Summer
1964,Germany,Summer
1964,Germany,Summer
1964,Germany,Summer
1964,Germany,Summer
1964,Germany,Summer
1964,Germany,Summer
1964,Germany,Summer
1964,Germany,Summer
1964,Germany,Summer
1964,Germany,Summer
1964,Germany,Summer
1964,Germany,Summer
1964,Germany,Summer
1964,Germany,Summer
1964,Germany,Summer
1964,Germany,Summer
1964,Germany,Summer
1964,Germany,Summer
1964,Germany,Summer
1964,Germany,Summer
1964,Germany,Summer
1964,Germany,Summer
1964,Germany,Summer
1964,Germany,Summer
1964,Italy,Summer
1964,Italy,Summer
1964,Italy,Summer
1964,Italy,Summer
1964,Italy,Summer
1964,Italy,Summer
1964,Italy,Summer
1964,Italy,Summer
1964,Italy,Summer
1964,Italy,Summer
1964,Italy,Summer
1964,Italy,Summer
1964,Italy,Summer
1964,Italy,Summer
1964,Italy,Summer
1964,Italy,Summer
1964,Italy,Summer
1964,Italy,Summer
1964,Italy,Summer
1964,Italy,Summer
1964,Italy,Summer
1964,Italy,Summer
1964,Italy,Summer
1964,Italy,Summer
1964,Italy,Summer
1964,Italy,Summer
1964,Italy,Summer
1964,UK,Summer
1964,UK,Summer
1964,UK,Summer
1964,UK,Summer
1964,UK,Summer
1964,UK,Summer
1964,UK,Summer
1964,UK,Summer
1964,UK,Summer
1964,UK,Summer
1964,UK,Summer
1964,UK,Summer
1964,UK,Summer
1964,UK,Summer
1964,UK,Summer
1964,UK,Summer
1964,UK,Summer
1964,UK,Summer
1964,South America,Summer
1964,South America,Summer
1964,South America,Summer
1968,UK,Summer
1968,UK,Summer
1968,UK,Summer
1968,UK,Summer
1968,UK,Summer
1968,UK,Summer
1968,UK,Summer
1968,UK,Summer
1968,UK,Summer
1968,UK,Summer
1968,UK,Summer
1968,UK,Summer
1968,UK,Summer
1968,US,Summer
1968,US,Summer
1968,US,Summer
1968,US,Summer
1968,US,Summer
1968,US,Summer
1968,US,Summer
1968,US,Summer
1968,US,Summer
1968,US,Summer
1968,US,Summer
1968,US,Summer
1968,US,Summer
1968,US,Summer
1968,US,Summer
1968,US,Summer
1968,US,Summer
1968,US,Summer
1968,US,Summer
1968,US,Summer
1968,US,Summer
1968,US,Summer
1968,US,Summer
1968,US,Summer
1968,US,Summer
1968,US,Summer
1968,US,Summer
1968,US,Summer
1968,US,Summer
1968,US,Summer
1968,US,Summer
1968,US,Summer
1968,US,Summer
1968,US,Summer
1968,US,Summer
1968,US,Summer
1968,US,Summer
1968,US,Summer
1968,US,Summer
1968,US,Summer
1968,US,Summer
1968,US,Summer
1968,US,Summer
1968,US,Summer
1968,US,Summer
1968,US,Summer
1968,US,Summer
1968,US,Summer
1968,US,Summer
1968,US,Summer
1968,US,Summer
1968,US,Summer
1968,US,Summer
1968,US,Summer
1968,US,Summer
1968,US,Summer
1968,US,Summer
1968,US,Summer
1968,US,Summer
1968,US,Summer
1968,US,Summer
1968,US,Summer
1968,US,Summer
1968,US,Summer
1968,US,Summer
1968,US,Summer
1968,US,Summer
1968,US,Summer
1968,US,Summer
1968,US,Summer
1968,US,Summer
1968,US,Summer
1968,US,Summer
1968,US,Summer
1968,US,Summer
1968,US,Summer
1968,US,Summer
1968,US,Summer
1968,US,Summer
1968,US,Summer
1968,US,Summer
1968,US,Summer
1968,US,Summer
1968,US,Summer
1968,US,Summer
1968,US,Summer
1968,US,Summer
1968,US,Summer
1968,US,Summer
1968,US,Summer
1968,US,Summer
1968,US,Summer
1968,US,Summer
1968,US,Summer
1968,US,Summer
1968,US,Summer
1968,US,Summer
1968,US,Summer
1968,US,Summer
1968,US,Summer
1968,US,Summer
1968,US,Summer
1968,US,Summer
1968,US,Summer
1968,US,Summer
1968,US,Summer
1968,US,Summer
1968,Rest of Asia,Summer
1968,Rest of Asia,Summer
1968,Rest of Asia,Summer
1968,Rest of Asia,Summer
1968,Rest of Asia,Summer
1968,Rest of Asia,Summer
1968,Rest of Asia,Summer
1968,Rest of Asia,Summer
1968,Rest of Asia,Summer
1968,Rest of Asia,Summer
1968,Rest of Asia,Summer
1968,Rest of Asia,Summer
1968,Rest of Asia,Summer
1968,Rest of Asia,Summer
1968,Rest of Asia,Summer
1968,Rest of Asia,Summer
1968,Rest of Asia,Summer
1968,Rest of Asia,Summer
1968,Rest of Asia,Summer
1968,Rest of Asia,Summer
1968,Rest of Asia,Summer
1968,Rest of Asia,Summer
1968,Rest of Asia,Summer
1968,Rest of Asia,Summer
1968,Rest of Asia,Summer
1968,Rest of Asia,Summer
1968,Rest of Asia,Summer
1968,Rest of Asia,Summer
1968,Rest of Asia,Summer
1968,Rest of Asia,Summer
1968,Rest of Asia,Summer
1968,Rest of Asia,Summer
1968,Rest of Asia,Summer
1968,Rest of Asia,Summer
1968,Rest of Asia,Summer
1968,Rest of Asia,Summer
1968,Rest of Asia,Summer
1968,Rest of Asia,Summer
1968,Rest of Asia,Summer
1968,Rest of Asia,Summer
1968,Rest of Asia,Summer
1968,Soviet Union,Summer
1968,Soviet Union,Summer
1968,Soviet Union,Summer
1968,Soviet Union,Summer
1968,Soviet Union,Summer
1968,Soviet Union,Summer
1968,Soviet Union,Summer
1968,Soviet Union,Summer
1968,Soviet Union,Summer
1968,Soviet Union,Summer
1968,Soviet Union,Summer
1968,Soviet Union,Summer
1968,Soviet Union,Summer
1968,Soviet Union,Summer
1968,Soviet Union,Summer
1968,Soviet Union,Summer
1968,Soviet Union,Summer
1968,Soviet Union,Summer
1968,Soviet Union,Summer
1968,Soviet Union,Summer
1968,Soviet Union,Summer
1968,Soviet Union,Summer
1968,Soviet Union,Summer
1968,Soviet Union,Summer
1968,Soviet Union,Summer
1968,Soviet Union,Summer
1968,Soviet Union,Summer
1968,Soviet Union,Summer
1968,Soviet Union,Summer
1968,Soviet Union,Summer
1968,Soviet Union,Summer
1968,Soviet Union,Summer
1968,Soviet Union,Summer
1968,Soviet Union,Summer
1968,Soviet Union,Summer
1968,Soviet Union,Summer
1968,Soviet Union,Summer
1968,Soviet Union,Summer
1968,Soviet Union,Summer
1968,Soviet Union,Summer
1968,Soviet Union,Summer
1968,Soviet Union,Summer
1968,Soviet Union,Summer
1968,Soviet Union,Summer
1968,Soviet Union,Summer
1968,Soviet Union,Summer
1968,Soviet Union,Summer
1968,Soviet Union,Summer
1968,Soviet Union,Summer
1968,Soviet Union,Summer
1968,Soviet Union,Summer
1968,Soviet Union,Summer
1968,Soviet Union,Summer
1968,Soviet Union,Summer
1968,Soviet Union,Summer
